Time,Vehicle speed,Time,Calculated load value,Time,Engine coolant temperature,Time,Engine RPM,Time,Intake air temperature,Time,Absolute throttle position,Time,Time since engine start,Time,Distance traveled while MIL is activated,Time,Distance traveled since DTCs cleared,Time,Barometric pressure,Time,Control module voltage,Time,Relative throttle position,Time,Accelerator pedal position D,Time,Commanded throttle actuator control,Time,Input voltage read by the scan tool,Time,Fuel rate,Time,Instant fuel economy,Time,Total fuel economy
91630.5642394,0,91630.799263,19.60784,91630.8351063,134.6,91630.870215,834,91630.9107024,95,91630.9465673,13.33333,91630.980383,84,91631.0142381,0,91631.0480527,14955.78,91631.0819155,14.64881,91631.1157505,14.462,91631.1506935,2.352941,91631.1845256,19.60784,91631.2601214,2.745098,91631.2650634,14.3,91630.4897501,0.2462735,91630.4897501,0,91630.4897501,32.13106
91630.6836191,0,91631.4155305,17.2549,91638.7507653,134.6,91631.4503921,825,91634.8421235,95,91631.4842356,13.33333,91634.9110601,88,91638.9267326,0,91638.9606386,14955.78,91631.5180236,14.64881,91634.9790116,14.385,91631.551867,2.352941,91631.5858228,19.60784,91631.6266165,2.745098,91631.9979046,14.3,91630.6050101,0.2194858,91630.6050101,0,91630.6050101,32.13086
91631.3000713,0,91631.7809115,19.21569,91646.866979,136.4,91631.8148418,835,91638.824686,93.2,91631.8496107,13.33333,91638.8926764,92,91647.0542265,0,91647.0882259,14955.78,91631.8834662,14.64881,91639.0305632,14.462,91631.9173326,2.352941,91631.9511731,19.60784,91631.9919868,2.745098,91632.7615626,14.3,91630.7244781,0.2454093,91630.7244781,0,91630.7244781,32.13062
91631.6634593,0,91632.1523007,17.64706,91655.1375599,138.2,91632.1961284,837,91643.0141203,93.2,91632.2299638,13.33333,91643.0820964,96,91655.3400462,0,91655.3771241,14955.78,91632.2637992,14.64881,91643.1511352,14.437,91632.30762,2.352941,91632.3414522,19.60784,91632.3822721,2.745098,91633.4943757,14.3,91631.3408588,0.2540505,91631.3408588,0,91631.3408588,32.12938
91632.0358003,0,91632.5356,16.86275,91663.0933951,140,91632.5694595,827,91646.9420855,93.2,91632.6033482,13.33333,91647.0201398,100,91663.2717683,0,91663.3058338,14955.78,91632.6371661,14.64881,91647.1563311,14.562,91632.6710037,2.352941,91632.7148106,19.60784,91632.7556382,2.745098,91634.2354237,14.3,91631.7052511,0.2587317,91631.7052511,0,91631.7052511,32.12863
91632.4191255,0,91632.912992,16.47059,91671.0716638,141.8,91632.9468366,831,91651.112467,93.2,91632.980618,13.33333,91651.1904978,104,91671.2511655,0,91671.2872548,14955.78,91633.0174597,14.64881,91651.2686116,14.36,91633.0513426,2.352941,91633.086086,19.60784,91633.1269924,2.745098,91635.098858,14.4,91632.0766327,0.2299214,91632.0766327,0,91632.0766327,32.12795
91632.7974602,0,91633.2783467,16.86275,91679.2058601,143.6,91633.3122109,831,91655.2237833,91.4,91633.3460766,13.33333,91655.3049528,108,91679.3833708,0,91679.4285108,14955.78,91633.3799113,14.64881,91655.4462844,14.36,91633.4137467,2.352941,91633.4475938,19.60784,91633.4884196,2.745098,91635.9154207,14.3,91632.4599272,0.217711,91632.4599272,0,91632.4599272,32.12729
91633.1628594,0,91633.6467562,17.2549,91687.205684,147.2,91633.6805814,819,91659.2668977,91.4,91633.7154467,13.33333,91659.3379599,112,91687.3862195,0,91687.4213134,14955.78,91633.749285,14.64881,91659.409258,14.487,91633.7841079,2.352941,91633.8180043,19.60784,91633.858772,2.745098,91636.658969,14.4,91632.8383363,0.2159788,91632.8383363,0,91632.8383363,32.12664
91633.5302489,0,91634.010138,17.2549,91695.1021085,149,91634.0439924,824,91663.1695306,91.4,91634.0778242,13.33333,91663.2376701,116,91695.2806449,0,91695.3147362,14955.78,91634.1116881,14.64881,91663.3739945,14.462,91634.1465474,2.352941,91634.1904894,19.60784,91634.2314683,2.745098,91637.4104617,14.3,91633.2036965,0.2212287,91633.2036965,0,91633.2036965,32.126
91633.8946409,0,91634.3883647,16.86275,91703.0542518,150.8,91634.4243609,820,91667.1368478,91.4,91634.4583178,13.33333,91667.2040058,120,91703.2357154,0,91703.2709187,14955.78,91634.4923267,14.64881,91667.2732022,14.437,91634.5263166,2.352941,91634.5702714,19.60784,91634.6112737,2.745098,91638.2030537,14.3,91633.5720768,0.2533547,91633.5720768,0,91633.5720768,32.12526
91634.2714822,0,91634.76715,20.39216,91711.0994382,152.6,91634.8012281,828,91671.1468783,91.4,91634.8761866,13.33333,91671.2160887,124,91711.3001009,0,91711.3352168,14955.78,91634.9450569,14.64881,91671.3554732,14.437,91635.0129832,2.352941,91635.0509491,19.60784,91635.0949138,2.745098,91639.1808864,14.3,91633.9354615,0.2576657,91633.9354615,0,91633.9354615,32.12452
91634.6482414,0,91635.3268376,16.86275,91719.3579946,154.4,91635.3607864,828,91675.2241873,89.6,91635.3947976,13.33333,91675.2933681,128,91719.558188,0,91719.593332,14955.78,91635.4287494,14.64881,91675.3615876,14.487,91635.4627371,2.352941,91635.4967409,19.60784,91635.5376692,2.745098,91639.9440598,14.3,91634.3134534,0.2525744,91634.3134534,0,91634.3134534,32.12376
91635.2078016,0,91635.6895679,17.2549,91727.4321293,154.4,91635.733589,823,91679.2810845,91.4,91635.7675401,13.33333,91679.3492911,132,91727.6077966,0,91727.6418731,14955.78,91635.8025179,14.64881,91679.4977129,14.437,91635.8365082,2.352941,91635.8704856,19.60784,91635.9134455,2.745098,91640.7045133,14.3,91634.6891837,0.2446798,91634.6891837,0,91634.6891837,32.12304
91635.5736811,0,91636.0713468,17.2549,91735.3434447,154.4,91636.1063642,830,91683.3731058,87.8,91636.1403101,13.33333,91683.4412837,136,91735.5251388,0,91735.5600368,14955.78,91636.1743091,14.64881,91683.5095061,14.41,91636.2083016,2.352941,91636.2422552,19.60784,91636.2832161,2.745098,91641.480013,14.3,91635.2488892,0.2206503,91635.2488892,0,91635.2488892,32.12206
91635.9524492,0,91636.4361263,18.03922,91743.3007012,154.4,91636.4701,822,91687.2818988,84.2,91636.5140849,13.33333,91687.3501336,140,91743.4773224,0,91743.5113629,14955.78,91636.5480484,14.64881,91687.4966612,14.235,91636.5820819,2.352941,91636.6160571,19.60784,91636.6569917,2.745098,91642.4154619,14.3,91635.6146706,0.2261536,91635.6146706,0,91635.6146706,32.1214
91636.3201952,0,91636.8129243,17.64706,91751.1828386,156.2,91636.8469186,819,91691.3063559,86,91636.8808502,13.72549,91691.3745561,144,91751.3714251,0,91751.4056071,14955.78,91636.9148753,14.64881,91691.4427618,14.285,91636.9588231,7.843137,91636.9928046,19.60784,91637.0337607,4.313725,91643.2629459,14.3,91635.9964161,0.2246141,91635.9964161,0,91635.9964161,32.12073
91636.6970042,0,91637.1877094,29.41176,91759.4890174,156.2,91637.2235397,896,91695.1763015,86,91637.2586794,14.5098,91695.2465381,148,91759.6664253,0,91759.700478,14955.78,91637.2926931,14.64881,91695.382963,14.462,91637.3335643,3.921569,91637.3676362,19.60784,91637.4085587,3.921569,91644.0164955,14.4,91636.3615118,0.2588753,91636.3615118,0,91636.3615118,32.11998
91637.0697452,0,91637.5994366,22.35294,91767.7186361,158,91637.6334023,1055,91699.1127815,87.8,91637.678393,14.11765,91699.1808719,152,91767.9072394,0,91767.9413738,14955.78,91637.7123712,14.64881,91699.2490884,14.462,91637.7563344,3.137255,91637.7903108,19.60784,91637.8303574,3.529412,91644.7711655,13.7,91636.7379537,0.255781,91636.7379537,0,91636.7379537,32.11922
91637.4825633,0,91637.9901895,22.7451,91775.8908431,158,91638.0241661,894,91703.1313937,86,91638.0581663,14.11765,91703.2016178,156,91776.0804674,0,91776.1256291,14955.78,91638.0921184,14.64881,91703.3510503,14.085,91638.1261292,3.529412,91638.1601202,19.60784,91638.2010877,3.921569,91645.5256845,14.4,91637.1107611,0.3894335,91637.1107611,0,91637.1107611,32.11807
91637.8733283,0,91638.3539806,29.01961,91783.9553643,161.6,91638.3889394,740,91707.2463251,84.2,91638.4229326,14.5098,91707.3145787,160,91784.1438496,0,91784.1809717,14955.78,91638.456924,14.64881,91707.3827249,14.537,91638.4908845,3.921569,91638.5248334,19.60784,91638.5649272,4.313725,91646.2921528,14.4,91637.5235099,0.3311163,91637.5235099,0,91637.5235099,32.11699
91638.2400694,0,91638.716737,30.58824,91791.9503613,165.2,91638.7847025,755,91711.1756752,82.4,91638.8586935,14.5098,91711.2559893,164,91792.1509923,0,91792.1851622,14956.4,91638.994612,14.64881,91711.4055398,14.285,91639.0645256,3.921569,91639.0995646,19.60784,91639.1419992,4.313725,91647.3124804,14.4,91637.9152544,0.3063622,91637.9152544,0,91637.9152544,32.11604
91638.6028532,0,91639.3373729,27.84314,91800.0093004,167,91639.3813812,874,91715.2566011,82.4,91639.4152773,14.5098,91715.3348467,168,91800.1968875,0,91800.2320429,14956.4,91639.4512713,14.64881,91715.4060293,14.487,91639.4892346,3.529412,91639.5232487,20,91639.5642704,3.921569,91648.0704685,13.8,91638.2800127,0.3768915,91638.2800127,0,91638.2800127,32.11496
91639.2204421,0,91639.716134,26.66667,91807.9386884,168.8,91639.7511379,866,91719.4348171,86,91639.7850842,14.11765,91719.51306,172,91808.1193674,0,91808.156383,14956.4,91639.8200602,14.64881,91719.6736061,14.487,91639.8542343,3.529412,91639.898043,19.60784,91639.9390746,3.921569,91648.967646,14.1,91638.6428507,0.3944483,91638.6428507,0,91638.6428507,32.11383
91639.6012337,0,91640.0949633,24.70588,91815.9483723,170.6,91640.1298671,824,91723.5206657,86,91640.1639024,14.5098,91723.5888805,176,91816.1259023,0,91816.1610286,14956.4,91640.1987539,14.64881,91723.6571078,14.512,91640.232828,3.921569,91640.2778045,20,91640.3197951,4.313725,91649.7132854,14.2,91639.2614092,0.3595936,91639.2614092,0,91639.2614092,32.11207
91639.9810033,0,91640.4737127,27.05882,91824.1304844,170.6,91640.5088495,824,91727.5053663,84.2,91640.5437163,14.5098,91727.5726919,180,91824.323077,0,91824.3581856,14956.4,91640.5786777,14.64881,91727.7101081,14.512,91640.6135984,3.921569,91640.6575913,22.35294,91640.7005846,4.705883,91650.4505402,14.3,91639.6422148,0.3445334,91639.6422148,0,91639.6422148,32.11103
91640.3567841,0,91640.8704776,30.98039,91832.5062669,170.6,91640.9044612,867,91731.4610689,82.4,91640.9393325,14.90196,91731.530278,184,91832.6958602,0,91832.7359754,14956.4,91640.9733169,14.64881,91731.5994811,14.437,91641.0172893,4.313725,91641.0533064,22.35294,91641.0942885,4.705883,91651.3797092,14.2,91640.0209583,0.3199273,91640.0209583,0,91640.0209583,32.11007
91640.7425657,0,91641.2582142,29.41176,91840.4642532,170.6,91641.2941826,943,91735.4122916,82.4,91641.3291505,14.90196,91735.4908461,188,91840.6437805,0,91840.6780643,14956.4,91641.3631408,14.64881,91735.6283214,14.21,91641.3981186,4.313725,91641.4341035,21.17647,91641.4760816,4.313725,91652.1237231,14.2,91640.3997619,0.3468037,91640.3997619,0,91640.3997619,32.10904
91641.141412,0.6213712,91641.8188784,30.58824,91848.6048264,170.6,91641.8548417,875,91739.398337,82.4,91641.8888275,14.5098,91739.4695493,192,91848.7848996,0,91848.8190168,14956.4,91641.9227962,14.64881,91739.5387709,14.537,91641.9667697,3.921569,91642.0017633,19.60784,91642.0427326,4.313725,91652.86704,14.2,91640.7844896,0.3969959,91640.7844896,0,91640.7844896,32.10783
91641.7009611,0.6213712,91642.1986304,29.41176,91856.486525,170.6,91642.2336266,856,91743.3749597,82.4,91642.2686235,14.5098,91743.4432459,196,91856.6667038,0,91856.7008118,14956.4,91642.3025258,14.64881,91743.5785179,14.462,91642.3375355,3.921569,91642.371528,19.60784,91642.4124995,4.313725,91653.6577905,14.2,91641.1821967,0.3795868,91641.1821967,1.636968,91641.1821967,32.1067
91642.0797138,1.242742,91642.5724001,27.84314,91864.7093034,170.6,91642.6064072,846,91747.347671,82.4,91642.6414202,14.5098,91747.4158501,200,91864.8965158,0,91864.9305296,14956.4,91642.675339,14.64881,91747.4941555,14.41,91642.7093297,3.921569,91642.7432935,19.60784,91642.7842746,4.313725,91654.402918,14.3,91641.7430093,0.3751027,91641.7430093,1.656536,91641.7430093,32.10512
91642.4555037,1.242742,91642.9392043,28.62745,91872.7877813,174.2,91642.9731549,850,91751.2580736,86,91643.0481017,14.5098,91751.3373196,204,91872.9709723,0,91873.0050066,14956.4,91643.1170987,14.64881,91751.4838228,14.462,91643.1850254,3.921569,91643.21902,19.60784,91643.2600117,4.313725,91655.5976139,14.3,91642.1216817,0.4004005,91642.1216817,3.103748,91642.1216817,32.10404
91642.8214093,1.864114,91643.4208893,26.66667,91881.0761198,176,91643.4579478,832,91755.5439108,86,91643.4918729,14.5098,91755.6120654,208,91881.2653303,0,91881.2993771,14956.4,91643.53585,14.64881,91755.680199,14.41,91643.5698055,3.921569,91643.6037924,19.60784,91643.6447482,4.313725,91656.3793334,14.4,91642.4974603,0.3866026,91642.4974603,3.214522,91642.4974603,32.10301
91643.3009953,1.864114,91643.8006801,29.01961,91889.1586871,176,91643.8345865,844,91759.5641802,86,91643.8685665,14.5098,91759.6323455,212,91889.3389304,0,91889.3729714,14956.4,91643.9027234,14.64881,91759.7796597,14.487,91643.9384764,3.921569,91643.972567,19.60784,91644.0135488,4.313725,91657.1282482,14.4,91642.8642945,0.3744252,91642.8642945,4.978601,91642.8642945,32.10209
91643.6817624,1.864114,91644.1684665,28.62745,91897.3287068,174.2,91644.2024883,846,91763.6435636,82.4,91644.2385485,14.5098,91763.7176768,216,91897.5070248,0,91897.5410054,14956.4,91644.2725647,14.64881,91763.7923889,14.437,91644.3066082,3.921569,91644.3406523,19.60784,91644.3817964,4.313725,91657.8781215,14.4,91643.3449403,0.3740235,91643.3449403,4.983948,91643.3449403,32.10089
91644.0525404,1.864114,91644.5429284,27.45098,91905.367557,172.4,91644.5890041,827,91767.7938805,84.2,91644.6230424,14.5098,91767.8731469,220,91905.5579196,0,91905.5920597,14956.4,91644.6591184,14.64881,91768.0095904,14.487,91644.6931684,3.921569,91644.7271572,19.60784,91644.7682048,4.705883,91658.6484306,14.3,91643.724719,0.400256,91643.724719,4.657303,91643.724719,32.09987
91644.4267946,2.485485,91644.9254383,28.62745,91913.7283173,170.6,91644.9614871,815,91771.8809244,78.8,91644.9965273,14.90196,91771.9491373,225,91913.9184165,0,91913.9546297,14957.03,91645.0305601,14.64881,91772.0173499,14.437,91645.0645745,4.313725,91645.1006513,19.60784,91645.1417113,4.705883,91659.5243997,14.3,91644.0934727,0.4004736,91644.0934727,4.654773,91644.0934727,32.09887
91644.8082731,2.485485,91645.3059329,29.80392,91921.7194021,172.4,91645.3429979,836,91775.9671514,73.4,91645.3780062,14.90196,91776.0463811,229,91921.9099461,0,91921.9446882,14957.03,91645.4120728,14.64881,91776.2068649,14.26,91645.4460949,4.313725,91645.4821966,19.60784,91645.5231785,4.705883,91660.2640668,14.4,91644.4679515,0.3602539,91644.4679515,6.899259,91644.4679515,32.09804
91645.1898082,2.485485,91645.6904378,30.19608,91929.9378824,172.4,91645.7244629,857,91780.0686001,73.4,91645.7585155,14.90196,91780.1468556,233,91930.1191063,0,91930.1531944,14957.03,91645.7925358,14.64881,91780.2180985,14.36,91645.8266196,4.313725,91645.8607159,19.60784,91645.9016882,4.705883,91661.009737,14.3,91644.8493281,0.3774296,91644.8493281,6.585294,91644.8493281,32.09714
91645.5632645,2.485485,91646.0549293,33.33333,91937.8489021,172.4,91646.0989828,864,91784.0304671,77,91646.1330152,14.5098,91784.0997039,237,91938.0291785,0,91938.0632255,14957.03,91646.167074,14.64881,91784.2492259,14.437,91646.2121181,4.313725,91646.246163,19.60784,91646.2871808,4.313725,91661.7994956,14.3,91645.2308396,0.3887957,91645.2308396,6.392778,91645.2308396,32.0962
91645.9387695,2.485485,91646.4554117,27.84314,91946.2226416,172.4,91646.4994761,857,91787.9813735,73.4,91646.5335475,14.5098,91788.0496666,241,91946.4098586,0,91946.443973,14957.03,91646.5675645,14.64881,91788.1198789,14.285,91646.6016009,3.921569,91646.6356531,19.60784,91646.6768666,4.313725,91662.5370705,14.4,91645.6053272,0.3914855,91645.6053272,6.348856,91645.6053272,32.09527
91646.3392918,2.485485,91646.8309548,31.37255,91954.2979022,174.2,91646.9010037,851,91792.0266166,73.4,91646.9760991,14.5098,91792.1058352,245,91954.4761206,0,91954.5101843,14957.03,91647.1222572,14.64881,91792.2553381,14.285,91647.2003974,3.921569,91647.2344566,19.60784,91647.3095146,3.137255,91663.5313121,14.3,91645.9798258,0.4334786,91645.9798258,5.733812,91645.9798258,32.09422
91646.7137728,2.485485,91647.4648418,66.27451,91962.575454,174.2,91647.5088751,978,91796.077678,73.4,91647.5438338,14.11765,91796.146039,249,91962.7557128,0,91962.7906753,14957.03,91647.5778644,14.64881,91796.2181582,14.36,91647.6119383,3.137255,91647.6459817,19.60784,91647.6880463,3.529412,91664.3010611,14.4,91646.3803071,0.365189,91646.3803071,6.806022,91646.3803071,32.09332
91647.3485883,1.242742,91647.8422905,16.86275,91970.5345633,174.2,91647.8762958,1156,91800.0845234,73.4,91647.9213259,15.68627,91800.1527415,253,91970.7107971,0,91970.7468531,14957.03,91647.9553733,14.64881,91800.3002502,14.487,91647.9914096,5.882353,91648.0254329,27.05882,91648.0664885,6.27451,91665.0470896,14.4,91646.7548031,0.408347,91646.7548031,6.086699,91646.7548031,32.09234
91647.7250696,0.6213712,91648.3749681,38.43137,91978.7430339,174.2,91648.4088856,914,91804.0512916,73.4,91648.442994,15.29412,91804.1245146,257,91978.9233137,0,91978.9583742,14957.65,91648.4770617,14.64881,91804.1937163,14.41,91648.5130976,5.098039,91648.5471568,25.4902,91648.589406,5.882353,91665.8011506,14.3,91647.3895911,0.8657789,91647.3895911,1.435404,91647.3895911,32.08821
91648.2587686,0,91648.7443809,39.21569,91986.9905829,172.4,91648.7784739,888,91808.0159379,73.4,91648.8136899,17.2549,91808.0851773,261,91987.1698496,0,91987.203878,14957.65,91648.8475326,14.64881,91808.2256353,14.512,91648.8835623,8.235294,91648.9176516,27.84314,91648.9617102,7.058824,91666.5401557,14.3,91647.7660904,0.3165782,91647.7660904,1.962773,91647.7660904,32.08733
91648.6272385,0.6213712,91649.1198719,56.47059,91995.1400559,172.4,91649.1559406,1233,91812.1140579,78.8,91649.1899682,16.07843,91812.1823009,265,91995.3213564,0,91995.3563972,14957.65,91649.2241078,14.64881,91812.2506005,14.462,91649.2581277,5.882353,91649.2941252,27.45098,91649.3351434,6.27451,91667.3834633,14.3,91648.299807,0.5961502,91648.299807,0,91648.299807,32.08482
91649.0037308,1.864114,91649.4883665,31.37255,92003.2463509,172.4,91649.5224092,1204,91816.0236071,78.8,91649.5564592,15.68627,91816.0918126,269,92003.4255704,0,92003.4606119,14957.65,91649.5904847,14.64881,91816.2432043,13.307,91649.6345293,5.490196,91649.6685852,27.45098,91649.71067,6.27451,91668.2820585,14.3,91648.6692884,0.5165758,91648.6692884,1.202865,91648.6692884,32.08337
91649.3712021,3.106856,91649.8668473,38.82353,92011.1995931,172.4,91649.9008907,1078,91820.114634,78.8,91649.9359342,16.07843,91820.1828506,273,92011.3796719,0,92011.4147192,14957.65,91649.9700687,14.64881,91820.2520882,14.462,91650.0150573,6.666667,91650.0491194,29.41176,91650.0901542,7.058824,91669.0300345,14.3,91649.044774,0.7783544,91649.044774,2.394942,91649.044774,32.08125
91649.7506995,3.728227,91650.2433894,43.92157,92019.2457118,172.4,91650.2784062,1168,91824.217768,78.8,91650.3124305,16.47059,91824.2889593,277,92019.4439343,0,92019.4779598,14957.65,91650.3464846,14.64881,91824.4264029,14.537,91650.381527,7.058824,91650.416531,29.80392,91650.4485312,7.45098,91669.7790797,14.3,91649.4122673,0.5509788,91649.4122673,5.638794,91649.4122673,32.07993
91650.1272009,4.349598,91650.6510297,43.52941,92027.4760919,174.2,91650.6969458,1167,91828.4914086,78.8,91650.730991,16.86275,91828.5595982,281,92027.6543113,0,92027.6883661,14957.65,91650.7750254,14.64881,91828.6389609,14.462,91650.80906,7.45098,91650.8431145,30.58824,91650.8841602,8.235294,91670.518123,14.3,91649.7917563,0.5814188,91649.7917563,6.412292,91649.7917563,32.07854
91650.5347568,5.592341,91651.0363986,50.58823,92035.5223926,174.2,91651.0704252,1264,91832.5814932,78.8,91651.1565296,18.82353,91832.6608183,285,92035.7006436,0,92035.7346914,14957.65,91651.2245526,14.64881,91832.8061971,14.36,91651.302644,9.803922,91651.3367425,32.94118,91651.3777614,10.98039,91671.5138195,14.3,91650.1682437,0.7125548,91650.1682437,6.10423,91650.1682437,32.07684
91650.920216,6.213712,91651.5320192,57.2549,"","",91651.5761068,1415,91836.5460612,78.8,91651.6101495,18.82353,91836.6153319,289,"","","","",91651.6441731,14.64881,91836.6935862,14.537,91651.6782004,10.19608,91651.7122431,32.94118,91651.7533218,10.98039,91672.2829251,14.3,91650.5758025,0.7071946,91650.5758025,7.907782,91650.5758025,32.07513
91651.4158652,6.835083,91651.9065042,55.29412,"","",91651.9405392,1454,91840.5395296,80.6,91651.9746215,19.21569,91840.6096838,293,"","","","",91652.0086341,14.64881,91840.7481626,14.462,91652.0436678,10.19608,91652.077713,32.54902,91652.1187518,10.98039,91673.0951384,14.4,91650.9612775,0.8433071,91650.9612775,7.368268,91650.9612775,32.07316
91651.7903862,8.077826,91652.2759798,55.29412,"","",91652.3100989,1351,91844.5810028,80.6,91652.3440685,17.64706,91844.6493035,297,"","","","",91652.3781024,14.64881,91844.7175366,14.36,91652.4121682,6.666667,91652.4462157,27.45098,91652.4872937,6.666667,91673.8572045,14.3,91651.456937,1.132098,91651.456937,6.037539,91651.456937,32.06958
91652.1598919,9.320568,91652.6393619,32.15686,"","",91652.6734919,1220,91848.6818739,80.6,91652.718588,17.2549,91848.7499957,301,"","","","",91652.7526212,14.64881,91848.8869696,14.31,91652.7866452,8.235294,91652.8206791,32.15686,91652.8608128,9.411765,91674.6173508,14.3,91651.8313989,1.163206,91651.8313989,6.944453,91651.8313989,32.06689
91652.525258,10.56331,91653.021955,60.78431,"","",91653.0559819,1115,91852.6269518,80.6,91653.1000552,17.64706,91852.6969811,305,"","","","",91653.1341063,14.64881,91852.7660396,14.437,91653.1781917,8.235294,91653.2122073,30.58824,91653.2552826,7.45098,91675.4838988,14.4,91652.2010099,1.126122,91652.2010099,8.27669,91652.2010099,32.06447
91652.9077543,11.80605,91653.4194572,44.31372,"","",91653.4535102,1169,91856.56157,80.6,91653.4995899,16.47059,91856.6296346,309,"","","","",91653.5336109,14.64881,91856.7687876,14.512,91653.5796617,6.666667,91653.6137385,30.58824,91653.6557745,7.843137,91676.2418967,14.4,91652.5663236,0.5885478,91652.5663236,17.94809,91652.5663236,32.06372
91653.2923308,12.42742,91653.8119778,43.92157,"","",91653.846037,1263,91860.7486026,73.4,91653.8800893,16.86275,91860.8286427,313,"","","","",91653.9141088,14.64881,91860.9087559,14.36,91653.9501521,7.45098,91653.9842385,30.58824,91654.0253767,7.843137,91677.1097472,14.3,91652.9478506,0.9626561,91652.9478506,12.26404,91652.9478506,32.06194
91653.6948215,13.04879,91654.1774584,44.70588,"","",91654.2114974,1191,91864.7843763,69.8,91654.2455997,16.86275,91864.8624533,317,"","","","",91654.2896718,14.64881,91864.9995825,14.385,91654.3237201,7.058824,91654.3578524,30.58824,91654.3989041,7.45098,91677.8628623,14.3,91653.3353427,0.7769445,91653.3353427,15.99525,91653.3353427,32.06075
91654.0623134,13.67017,91654.5562658,47.05882,"","",91654.6023783,1138,91868.7955784,69.8,91654.6364438,16.47059,91868.8639843,321,"","","","",91654.6825574,14.64881,91868.9432118,14.285,91654.7166509,6.666667,91654.7527707,29.80392,91654.7938304,7.058824,91678.620083,14.4,91653.7369929,0.7548765,91653.7369929,17.286,91653.7369929,32.05965
91654.4390176,13.67017,91655.1024893,31.37255,"","",91655.1837389,1147,91872.8638415,73.4,91655.2578848,14.90196,91872.9369068,325,"","","","",91655.4111969,14.64881,91873.0840741,14.41,91655.4803492,6.27451,91655.5505338,29.80392,91655.5917206,6.666667,91679.648108,14.4,91654.1023329,0.7591214,91654.1023329,18.00788,91654.1023329,32.0587
91654.9752215,14.29154,91655.764037,44.31372,"","",91655.8000782,1042,91877.0849996,73.4,91655.8441824,16.07843,91877.1540903,329,"","","","",91655.8782424,14.64881,91877.2241896,14.462,91655.9133144,6.27451,91655.9473836,29.80392,91655.9874893,6.666667,91680.4063224,14.3,91654.4800924,0.735287,91654.4800924,18.59161,91654.4800924,32.05779
91655.6377101,14.91291,91656.1419113,43.52941,"","",91656.1869394,1115,91881.1521911,73.4,91656.2210133,16.07843,91881.2302864,334,"","","","",91656.2651781,14.64881,91881.3674784,14.31,91656.300187,6.27451,91656.3352528,29.80392,91656.3763603,7.058824,91681.1524597,14.4,91655.0163169,0.4858417,91655.0163169,29.41604,91655.0163169,32.05762
91656.0246124,14.91291,91656.5337242,39.21569,"","",91656.5678114,1196,91885.1733525,73.4,91656.6019624,13.72549,91885.2424245,338,"","","","",91656.6369794,14.64881,91885.3165132,14.512,91656.6720265,2.745098,91656.7161457,19.60784,91656.7572173,3.529412,91681.8987323,14.4,91655.6797945,0.6232798,91655.6797945,23.92651,91655.6797945,32.05679
91656.4164745,14.91291,91656.9115672,19.60784,"","",91656.9456922,1257,91889.2357855,75.2,91656.9797291,14.11765,91889.3048734,342,"","","","",91657.014904,14.64881,91889.4420633,14.487,91657.0503045,3.137255,91657.0848759,19.60784,91657.1260014,3.529412,91682.6608685,14.4,91656.0646865,0.5910576,91656.0646865,25.23089,91656.0646865,32.05642
91656.7953194,14.91291,91657.280433,18.43137,"","",91657.3154661,1128,91893.4254161,73.4,91657.3495478,14.11765,91893.4945224,346,"","","","",91657.3856205,14.64881,91893.5646064,14.487,91657.4197029,3.137255,91657.4538882,22.7451,91657.4948704,3.921569,91683.622775,14.4,91656.4575442,0.6092826,91656.4575442,24.47618,91656.4575442,32.05597
91657.164044,14.91291,91657.6582642,23.13725,"","",91657.6923257,1172,91897.40381,75.2,91657.7273992,14.5098,91897.4729036,350,"","","","",91657.7615213,14.64881,91897.611137,14.512,91657.7955743,3.921569,91657.8307485,23.52941,91657.8749074,3.529412,91684.3949569,14.4,91656.8364082,0.3193348,91656.8364082,46.69991,91656.8364082,32.0564
91657.5319895,14.29154,91658.041106,16.47059,"","",91658.0751895,1215,91901.5124541,73.4,91658.1192904,13.72549,91901.5805199,354,"","","","",91658.1545289,14.64881,91901.6586303,14.462,91658.1994735,3.137255,91658.2335493,22.7451,91658.2756366,3.137255,91685.1252075,14.4,91657.2052217,0.2869582,91657.2052217,51.96893,91657.2052217,32.05692
91657.9227793,14.29154,91658.4309759,16.07843,"","",91658.4650517,1107,91905.4538174,75.2,91658.4991495,13.72549,91905.5229059,358,"","","","",91658.5332665,14.64881,91905.6711822,14.462,91658.569315,3.137255,91658.6044168,19.60784,91658.6454659,4.313725,91685.8785705,14.3,91657.5730452,0.3128784,91657.5730452,45.67761,91657.5730452,32.0573
91658.3127189,14.29154,91658.812882,29.41176,"","",91658.8469251,1004,91909.6566235,73.4,91658.8910201,14.5098,91909.7247404,362,"","","","",91658.925094,14.64881,91909.7938358,14.462,91658.9591522,3.529412,91658.993236,19.60784,91659.0343619,3.921569,91686.6408924,14.4,91657.9639323,0.2932202,91657.9639323,48.73995,91657.9639323,32.05777
91658.6855724,14.29154,91659.1896939,23.92157,"","",91659.2247924,1142,91913.8044073,69.8,91659.3005874,14.11765,91913.8835298,366,"","","","",91659.374482,14.64881,91914.0237307,14.512,91659.4443499,3.529412,91659.4793628,19.60784,91659.5214509,3.529412,91687.6600384,14.4,91658.355815,0.28084,91658.355815,50.88853,91658.355815,32.05827
