Time,Vehicle speed,Time,Calculated load value,Time,Engine coolant temperature,Time,Engine RPM,Time,Intake air temperature,Time,Absolute throttle position,Time,Time since engine start,Time,Distance traveled while MIL is activated,Time,Distance traveled since DTCs cleared,Time,Barometric pressure,Time,Control module voltage,Time,Relative throttle position,Time,Accelerator pedal position D,Time,Commanded throttle actuator control,Time,Input voltage read by the scan tool,Time,Fuel rate,Time,Instant fuel economy,Time,Total fuel economy
91685.9127298,19.88388,91686.4081903,67.84314,"","",91686.4422875,1537,"","",91686.4904431,23.13725,"","","","","","",91686.5245458,14.64881,"","",91686.5586466,15.68627,91686.5937696,37.2549,91686.634897,16.07843,91741.9994827,14.4,91685.586665,1.139784,91685.586665,16.90014,91685.586665,31.97499
91686.2918452,21.12662,91686.7943735,63.52941,"","",91686.8285052,1453,"","",91686.8635907,21.96078,"","","","","","",91686.8977029,14.64881,"","",91686.9418472,14.5098,91686.9759377,36.86274,91687.0180708,15.29412,91742.7399214,14.4,91685.953868,1.075376,91685.953868,18.49016,91685.953868,31.97371
91686.6760451,21.74799,91687.1695305,63.13726,"","",91687.240796,1442,"","",91687.3159996,21.56863,"","","","","","",91687.4554334,14.64881,"","",91687.5351591,13.72549,91687.6139186,36.47059,91687.6550409,14.5098,91743.7220495,14.4,91686.3329822,1.531893,91686.3329822,13.79119,91686.3329822,31.97114
91687.0531901,22.36936,91687.8115248,62.7451,"","",91687.855661,1445,"","",91687.8897641,20.39216,"","","","","","",91687.9248709,14.64881,"","",91687.9589779,12.15686,91687.9989972,34.5098,91688.0402281,12.94118,91744.4734857,14.4,91686.7181628,1.360028,91686.7181628,15.99084,91686.7181628,31.9691
91687.6951793,23.6121,91688.1916895,57.2549,"","",91688.225822,1434,"","",91688.2599129,20.39216,"","","","","","",91688.2940075,14.64881,"","",91688.328141,12.15686,91688.3622268,34.5098,91688.4033554,13.33333,91745.2228363,14.4,91687.0943121,1.297204,91687.0943121,17.24429,91687.0943121,31.96736
91688.0753554,24.23348,91688.5648463,55.29412,"","",91688.599966,1442,"","",91688.6340613,18.82353,"","","","","","",91688.6681629,14.64881,"","",91688.7022766,10.19608,91688.73638,32.54902,91688.7775192,10.98039,91745.9782375,14.4,91687.7362969,1.319003,91687.7362969,17.90148,91687.7362969,31.96446
91688.4484979,24.85485,91688.9299738,47.84314,"","",91688.9640798,1348,"","",91688.9991903,16.47059,"","","","","","",91689.0353052,14.64881,"","",91689.0694189,2.352941,91689.1035301,19.60784,91689.1446417,2.745098,91746.741679,14.5,91688.116462,1.18166,91688.116462,20.508,91688.116462,31.96321
91688.813625,25.47622,91689.3001175,16.47059,"","",91689.3372554,1243,"","",91689.3713426,15.29412,"","","","","","",91689.4054489,14.64881,"","",91689.4495803,5.098039,91689.4836793,27.84314,91689.524809,5.490196,91747.6094198,14.3,91688.4896169,1.164548,91688.4896169,21.34292,91688.4896169,31.96209
91689.1827661,26.09759,91689.7194423,31.37255,"","",91689.7535442,1143,"","",91689.7916354,15.29412,"","","","","","",91689.8257447,14.64881,"","",91689.8598606,5.882353,91689.8939512,29.41176,91689.9350816,6.27451,91748.3657572,14.4,91688.8547499,0.9256899,91688.8547499,27.52133,91688.8547499,31.96172
91689.56996,26.71896,91690.0925836,37.2549,"","",91690.1266841,1132,"","",91690.1607706,15.68627,"","","","","","",91690.1948747,14.64881,"","",91690.2299955,5.490196,91690.2641029,29.41176,91690.3052179,5.882353,91749.1051774,14.4,91689.2238991,0.2366111,91689.2238991,110.2974,91689.2238991,31.96338
91689.9732063,26.71896,91690.4687256,35.68628,"","",91690.5038577,1166,"","",91690.5379424,16.07843,"","","","","","",91690.5720521,14.64881,"","",91690.6061602,5.098039,91690.6402545,19.60784,91690.6814095,2.352941,91749.8515513,14.4,91689.6079214,0.4820498,91689.6079214,55.4278,91689.6079214,31.96446
91690.3523926,26.71896,91690.8368662,15.29412,"","",91690.8710188,1124,"","",91690.9151124,13.33333,"","","","","","",91690.9492095,14.64881,"","",91690.9853252,2.745098,91691.0194349,19.60784,91691.0605506,3.137255,91750.6139713,14.3,91690.014344,0.5665536,91690.014344,47.16051,91690.014344,31.96529
91690.720514,27.34033,91691.2210499,20.78431,"","",91691.2652089,1164,"","",91691.3404681,15.68627,"","","","","","",91691.4086565,14.64881,"","",91691.4768453,6.27451,91691.5109506,29.80392,91691.5520696,6.666667,91751.6332309,14.4,91690.3934976,0.5312974,91690.3934976,50.29003,91690.3934976,31.96619
91691.1047074,27.34033,91691.7155846,38.82353,"","",91691.7496825,1194,"","",91691.7837918,15.68627,"","","","","","",91691.8179209,14.64881,"","",91691.8521777,7.843137,91691.8961469,33.33333,91691.9372718,9.411765,91752.4201486,14.4,91690.7616393,0.2426965,91690.7616393,112.6524,91690.7616393,31.96794
91691.5892324,27.34033,91692.0907467,41.96078,"","",91692.1248512,1196,"","",91692.1589473,13.33333,"","","","","","",91692.1930823,14.64881,"","",91692.2271835,2.352941,91692.2612843,19.60784,91692.3044109,2.745098,91753.2409717,14.4,91691.145819,0.3215613,91691.145819,85.0237,91691.145819,31.96954
91691.9724352,27.9617,91692.461882,14.90196,"","",91692.5000078,1180,"","",91692.5341094,13.72549,"","","","","","",91692.5682433,14.64881,"","",91692.6023412,2.745098,91692.6364244,19.60784,91692.6775438,3.137255,91754.0174291,14.3,91691.6303176,0.6184769,91691.6303176,44.20591,91691.6303176,31.97043
91692.3455406,27.9617,91692.8290181,18.03922,"","",91692.8631454,1166,"","",91692.8992486,13.72549,"","","","","","",91692.9343403,14.64881,"","",91692.9684824,2.745098,91693.002549,19.60784,91693.0446979,2.745098,91754.765059,14.3,91692.0135039,0.8425645,91692.0135039,33.18642,91692.0135039,31.97052
91692.7126649,27.9617,91693.200163,14.11765,"","",91693.2352794,1229,"","",91693.2693905,13.33333,"","","","","","",91693.3034799,14.64881,"","",91693.3375903,2.352941,91693.3817544,19.60784,91693.4228713,2.745098,91755.7934161,14.4,91692.3866636,0.2392114,91692.3866636,116.8912,91692.3866636,31.97237
91693.0828159,28.58307,91693.5733143,14.90196,"","",91693.6074464,1248,"","",91693.6415343,13.72549,"","","","","","",91693.6756344,14.64881,"","",91693.7097367,2.745098,91693.7438431,19.60784,91693.7849698,2.745098,91756.5311188,14.4,91692.7537931,0.2861027,91692.7537931,97.7331,91692.7537931,31.97404
91693.4569651,28.58307,91693.9364828,16.47059,"","",91693.9705553,1257,"","",91694.0046407,14.11765,"","","","","","",91694.0397552,14.64881,"","",91694.0839587,3.137255,91694.1180205,19.60784,91694.1591293,3.529412,91757.2677942,14.4,91693.1239449,0.2325052,91693.1239449,122.9352,91693.1239449,31.97595
91693.8210921,28.58307,91694.3226417,17.2549,"","",91694.3567344,1273,"","",91694.3908644,14.11765,"","","","","","",91694.4349933,14.64881,"","",91694.4690858,3.137255,91694.5042122,19.60784,91694.5443256,3.529412,91758.0009281,14.3,91693.4980948,0.2541057,91693.4980948,112.485,91693.4980948,31.97781
91694.2042891,28.58307,91694.6988142,16.07843,"","",91694.7329202,1276,"","",91694.7670259,13.72549,"","","","","","",91694.8011242,14.64881,"","",91694.8352373,3.137255,91694.8693621,19.60784,91694.9154854,3.529412,91758.7243379,14.3,91693.8612089,0.251505,91693.8612089,113.6482,91693.8612089,31.97963
91694.5834562,27.9617,91695.0679745,16.86275,"","",91695.1361917,1280,"","",91695.2104064,13.72549,"","","","","","",91695.3488445,14.64881,"","",91695.417058,3.137255,91695.4511832,19.60784,91695.5274235,3.529412,91759.926989,14.4,91694.2453904,0.6199524,91694.2453904,46.10527,91694.2453904,31.98044
91694.9496213,27.9617,91695.6778733,17.2549,"","",91695.7119985,1287,"","",91695.7460921,13.72549,"","","","","","",91695.7802018,14.64881,"","",91695.8143034,3.137255,91695.8494148,19.60784,91695.8895458,3.529412,91760.6967472,14.5,91694.6245896,0.5918526,91694.6245896,47.24437,91694.6245896,31.98127
91695.5635136,27.9617,91696.0380314,16.86275,"","",91696.0721412,1284,"","",91696.1062182,13.72549,"","","","","","",91696.1403397,14.64881,"","",91696.1744314,3.137255,91696.211544,19.60784,91696.2516795,3.529412,91761.4504697,14.3,91694.9927229,0.6111712,91694.9927229,45.75101,91694.9927229,31.98201
91695.9236522,27.9617,91696.4031571,16.86275,"","",91696.4372528,1297,"","",91696.473372,13.72549,"","","","","","",91696.5175102,14.64881,"","",91696.5626841,3.137255,91696.5968957,19.60784,91696.6380592,3.529412,91762.2959386,14.5,91695.6036436,0.6340023,91695.6036436,44.10347,91695.6036436,31.98317
91696.2878046,27.9617,91696.790502,16.86275,"","",91696.8246076,1283,"","",91696.858703,14.11765,"","","","","","",91696.894863,14.64881,"","",91696.9289349,3.137255,91696.9630409,19.60784,91697.0041556,3.529412,91763.0421264,14.4,91695.9637708,0.6146837,91695.9637708,45.48958,91695.9637708,31.9839
91696.6741688,27.34033,91697.1707125,16.86275,"","",91697.2147136,1278,"","",91697.2478147,14.11765,"","","","","","",91697.2809464,14.64881,"","",91697.3170203,3.137255,91697.3511418,19.60784,91697.3922767,3.529412,91763.9081303,14.5,91696.3289133,0.6217087,91696.3289133,44.97557,91696.3289133,31.98461
91697.054361,27.34033,91697.540745,16.86275,"","",91697.573855,1285,"","",91697.6069631,13.72549,"","","","","","",91697.6400521,14.64881,"","",91697.6731481,3.137255,91697.7163229,19.60784,91697.7563981,3.529412,91764.6697005,14.5,91696.7152982,0.6111712,91696.7152982,44.73433,91696.7152982,31.98534
91697.4263849,27.34033,91697.9169106,17.64706,"","",91697.9500298,1269,"","",91697.9831408,13.72549,"","","","","","",91698.0182161,14.64881,"","",91698.0615424,3.137255,91698.0955305,19.60784,91698.1336065,3.529412,91765.4353104,14.4,91697.0954639,0.6129275,91697.0954639,44.60615,91697.0954639,31.98606
91697.7925335,26.71896,91698.3093116,17.2549,"","",91698.3434295,1273,"","",91698.3774767,13.72549,"","","","","","",91698.4116,14.64881,"","",91698.4457447,3.137255,91698.4798408,19.60784,91698.5209764,3.529412,91766.3672982,14.5,91697.4675054,0.6340023,91697.4675054,43.12339,91697.4675054,31.98669
91698.1947968,26.09759,91698.6764239,18.03922,"","",91698.7105572,1283,"","",91698.7446268,14.11765,"","","","","","",91698.7787615,14.64881,"","",91698.8128551,3.137255,91698.846981,19.60784,91698.8870929,3.529412,91767.1377773,14.5,91697.8336507,0.6041463,91697.8336507,44.22598,91697.8336507,31.98735
91698.5600544,25.47622,91699.0396224,18.03922,"","",91699.0738458,1277,"","",91699.1467986,13.72549,"","","","","","",91699.2149643,14.64881,"","",91699.2833695,3.137255,91699.3194408,19.60784,91699.3595774,3.529412,91768.1569756,14.5,91698.2350164,0.6129275,91698.2350164,42.57859,91698.2350164,31.98799
91698.9252315,24.85485,91699.5220684,16.86275,"","",91699.5571849,1265,"","",91699.5913259,13.72549,"","","","","","",91699.6254062,14.64881,"","",91699.6595523,3.137255,91699.6936345,19.60784,91699.7357526,3.529412,91769.0097298,14.5,91698.6011778,0.6480523,91698.6011778,39.31198,91698.6011778,31.98841
91699.4027508,23.6121,91699.8912405,17.64706,"","",91699.92533,1257,"","",91699.9594357,14.11765,"","","","","","",91700.0046144,14.64881,"","",91700.0406766,3.137255,91700.0838404,19.60784,91700.1239825,3.529412,91769.7781593,14.5,91698.965314,0.6515647,91698.965314,38.1464,91698.965314,31.98877
91699.7738782,22.36936,91700.2924938,16.86275,"","",91700.3269385,1269,"","",91700.3617472,13.72549,"","","","","","",91700.4073381,14.64881,"","",91700.4408871,3.137255,91700.4859798,19.60784,91700.5272371,3.529412,91770.5316865,14.4,91699.4448515,0.6146837,91699.4448515,38.41342,91699.4448515,31.98922
91700.175134,21.12662,91700.6798431,16.86275,"","",91700.7148117,1252,"","",91700.7488843,13.72549,"","","","","","",91700.7829455,14.64881,"","",91700.8261483,3.137255,91700.8602911,19.60784,91700.9014227,3.529412,91771.2779517,14.3,91699.8160088,0.6392711,91699.8160088,34.99199,91699.8160088,31.98939
91700.5633412,19.88388,91701.0558711,18.03922,"","",91701.0990114,1240,"","",91701.1331149,14.11765,"","","","","","",91701.1782833,14.64881,"","",91701.2133593,3.137255,91701.2585182,19.60784,91701.2996652,3.529412,91772.1286606,14.4,91700.2172823,0.5953651,91700.2172823,35.48515,91700.2172823,31.98959
91700.94156,18.64114,91701.4661612,17.64706,"","",91701.5002874,1195,"","",91701.5343593,14.11765,"","","","","","",91701.5705825,14.64881,"","",91701.6045713,3.137255,91701.6407081,19.60784,91701.6808377,3.529412,91773.0676666,14.4,91700.6034377,0.5953651,91700.6034377,33.39779,91700.6034377,31.98968
91701.348811,17.39839,91701.8483529,18.82353,"","",91701.883455,1154,"","",91701.9266728,14.11765,"","","","","","",91701.9617312,14.64881,"","",91701.9958203,3.137255,91702.0409542,19.60784,91702.0820902,3.529412,91773.8012579,14.4,91700.9816399,0.6304899,91700.9816399,29.56611,91700.9816399,31.98954
91701.7209897,15.53428,91702.2365618,20.39216,"","",91702.2817193,1153,"","",91702.3168335,14.11765,"","","","","","",91702.3619472,14.64881,"","",91702.3972001,3.137255,91702.4421446,19.60784,91702.4832261,3.529412,91774.5403876,14.4,91701.392038,0.5900964,91701.392038,29.48399,91701.392038,31.98938
91702.1192224,13.67017,91702.6407169,20.39216,"","",91702.6749439,1174,"","",91702.7092015,14.11765,"","","","","","",91702.745182,14.64881,"","",91702.7802717,3.137255,91702.8143729,19.60784,91702.8554946,3.529412,91775.3349673,14.3,91701.7610737,0.6041463,91701.7610737,25.71278,91701.7610737,31.98905
91702.5233829,11.80605,91703.0099809,20.78431,"","",91703.0903644,1140,"","",91703.1674809,14.11765,"","","","","","",91703.3159937,14.64881,"","",91703.3951914,4.313725,91703.4854871,19.60784,91703.5276136,5.098039,91776.3663496,14.4,91702.1603083,0.6445398,91702.1603083,21.20919,91702.1603083,31.98838
91702.8926286,9.941939,91703.6961572,36.47059,"","",91703.733289,925,"","",91703.777397,14.5098,"","","","","","",91703.8125087,14.64881,"","",91703.8566337,6.666667,91703.892744,32.54902,91703.9339002,9.019608,91777.1297932,14.4,91702.5645586,0.646296,91702.5645586,18.26725,91702.5645586,31.9875
91703.56874,6.213712,91704.0995725,55.29412,"","",91704.1346919,1377,"","",91704.1696639,18.03922,"","","","","","",91704.2047006,14.64881,"","",91704.2388426,8.235294,91704.2739907,30.98039,91704.3150899,8.627451,91777.9184449,14.3,91702.9337623,0.6568335,91702.9337623,15.13616,91702.9337623,31.98651
91703.9730411,6.213712,91704.4735886,44.70588,"","",91704.5187257,1480,"","",91704.5558246,17.2549,"","","","","","",91704.5899352,14.64881,"","",91704.6240502,9.411765,91704.6691991,33.72549,91704.711341,11.37255,91778.6869609,14.4,91703.6098602,0.9553941,91703.6098602,6.50382,91703.6098602,31.98252
91704.3552158,6.835083,91704.8657194,59.60784,"","",91704.9098608,1669,"","",91704.9439858,17.64706,"","","","","","",91704.9780636,14.64881,"","",91705.0121831,7.058824,91705.0462889,28.23529,91705.0873869,7.843137,91779.4575498,14.4,91704.0141237,0.7875257,91704.0141237,7.890171,91704.0141237,31.98066
91704.7484804,7.456454,91705.2418844,34.5098,"","",91705.2779879,1540,"","",91705.3121048,16.86275,"","","","","","",91705.3462055,14.64881,"","",91705.3803161,7.45098,91705.4144329,32.15686,91705.4555703,10.19608,91780.3323677,14.4,91704.3963154,0.8234311,91704.3963154,8.300735,91704.3963154,31.97885
91705.1255256,8.699197,91705.607042,60,"","",91705.6411596,1396,"","",91705.6753187,19.21569,"","","","","","",91705.7094915,14.64881,"","",91705.7445589,10.19608,91705.7807841,34.90196,91705.8218155,12.15686,91781.086857,14.4,91704.7895997,1.204826,91704.7895997,6.18882,91704.7895997,31.97588
91705.4906806,9.320568,91705.9863663,63.52941,"","",91706.0224812,1440,"","",91706.0565723,17.64706,"","","","","","",91706.0906804,14.64881,"","",91706.1247774,8.235294,91706.1589115,32.94118,91706.1999962,9.803922,91781.8523659,14.3,91705.1666398,0.7460349,91705.1666398,11.66058,91705.1666398,31.9745
91705.8690621,9.320568,91706.3534833,46.27451,"","",91706.3876586,1443,"","",91706.4247116,18.03922,"","","","","","",91706.4598282,14.64881,"","",91706.4939436,10.58823,91706.5280594,34.11765,91706.5691551,11.76471,91782.6027379,14.4,91705.5318099,0.7627908,91705.5318099,12.21904,91705.5318099,31.97316
91706.2371628,10.56331,91706.7286861,61.17647,"","",91706.7628136,1529,"","",91706.7969054,19.60784,"","","","","","",91706.8309955,14.64881,"","",91706.8671122,9.411765,91706.9016277,32.94118,91706.9443137,10.58823,91783.3662477,14.3,91705.9111069,1.231157,91705.9111069,7.570576,91705.9111069,31.97039
91706.6123324,11.18468,91707.1710602,46.27451,"","",91707.2051694,1361,"","",91707.2804692,16.07843,"","","","","","",91707.3487385,14.64881,"","",91707.4168598,5.098039,91707.4508862,28.23529,91707.4920812,5.882353,91784.4006495,14.4,91706.2782516,0.9207746,91706.2782516,11.4722,91706.2782516,31.96872
91707.0537131,12.42742,91707.6536128,30.19608,"","",91707.6876921,1217,"","",91707.7217925,16.07843,"","","","","","",91707.7559454,14.64881,"","",91707.7910234,6.27451,91707.8251119,30.19608,91707.8662673,6.666667,91785.1641553,14.4,91706.6534554,1.235147,91706.6534554,9.055347,91706.6534554,31.96614
91707.5352453,14.29154,91708.0207534,39.21569,"","",91708.0548427,1042,"","",91708.0890956,16.07843,"","","","","","",91708.123151,14.64881,"","",91708.1581746,7.058824,91708.1932865,32.54902,91708.2354523,7.45098,91785.9115737,14.4,91707.094835,0.9822128,91707.094835,12.65248,91707.094835,31.96411
91707.9043998,14.91291,91708.3939275,48.62745,"","",91708.4280492,1112,"","",91708.4621627,17.2549,"","","","","","",91708.4962638,14.64881,"","",91708.5303626,8.235294,91708.5644493,35.68628,91708.6055738,10.19608,91786.6479741,14.3,91707.5773563,0.4875159,91707.5773563,29.31502,91707.5773563,31.96395
91708.27557,15.53428,91708.7691218,67.84314,"","",91708.8032251,1346,"","",91708.8373184,19.60784,"","","","","","",91708.871415,14.64881,"","",91708.9055797,10.98039,91708.9396267,36.07843,91708.9807592,11.76471,91787.39439,14.4,91707.9454867,0.5401772,91707.9454867,27.60744,91707.9454867,31.96375
91708.6517747,16.15565,91709.1683117,57.64706,"","",91709.2026867,1503,"","",91709.2387649,19.60784,"","","","","","",91709.2726217,14.64881,"","",91709.3068728,10.98039,91709.3409143,35.68628,91709.3820134,11.76471,91788.245253,14.4,91708.3166907,0.6686388,91708.3166907,23.23269,91708.3166907,31.96322
91709.0209233,17.39839,91709.5354538,58.43137,"","",91709.5696258,1412,"","",91709.6037129,18.03922,"","","","","","",91709.6378249,14.64881,"","",91709.6719558,8.627451,91709.7060572,32.94118,91709.7482005,9.411765,91788.9916822,14.4,91708.6938643,1.034076,91708.6938643,15.62327,91708.6938643,31.96167
91709.4191751,18.64114,91709.9066924,46.27451,"","",91709.9417998,1335,"","",91709.9859313,17.64706,"","","","","","",91710.0220477,14.64881,"","",91710.0661781,8.235294,91710.1022941,32.94118,91710.1434057,9.019608,91789.7571751,14.4,91709.062097,1.139399,91709.062097,15.2698,91709.062097,31.95998
91709.7903578,19.88388,91710.2959364,47.05882,"","",91710.3400487,1342,"","",91710.3741505,17.64706,"","","","","","",91710.4082707,14.64881,"","",91710.4443713,8.235294,91710.4785018,32.94118,91710.5196405,9.019608,91790.6019109,14.4,91709.4602706,1.247111,91709.4602706,14.94745,91709.4602706,31.95793
91710.1795919,21.12662,91710.6751062,47.05882,"","",91710.7102243,1377,"","",91710.7453384,18.43137,"","","","","","",91710.7804315,14.64881,"","",91710.8146178,12.15686,91710.8586868,34.11765,91710.899876,12.94118,91791.3714529,14.4,91709.8314253,0.9129262,91709.8314253,21.78038,91709.8314253,31.9571
91710.558768,21.74799,91711.0553023,69.01961,"","",91711.1345431,1405,"","",91711.2198615,18.82353,"","","","","","",91711.3703386,14.64881,"","",91711.4431163,9.019608,91711.5106319,32.94118,91711.5518542,10.19608,91792.4077134,14.4,91710.2207289,0.8953745,91710.2207289,23.59529,91710.2207289,31.95639
91710.9359372,22.99073,91711.7123897,47.84314,"","",91711.7464746,1352,"","",91711.7806271,18.43137,"","","","","","",91711.8147057,14.64881,"","",91711.8487983,8.235294,91711.8829001,31.37255,91711.9230347,8.627451,91793.1782716,14.4,91710.5998586,0.9242926,91710.5998586,23.52934,91710.5998586,31.95568
91711.5960169,24.23348,91712.0755029,41.96078,"","",91712.1096083,1255,"","",91712.1437201,16.47059,"","","","","","",91712.1778399,14.64881,"","",91712.2139658,6.27451,91712.2480518,30.19608,91712.2882066,7.058824,91793.9407594,14.4,91710.9770609,1.388306,91710.9770609,16.56028,91710.9770609,31.95372
91711.9591658,25.47622,91712.4426604,34.5098,"","",91712.476778,1212,"","",91712.5108857,16.07843,"","","","","","",91712.5450003,14.64881,"","",91712.5790925,6.27451,91712.6131976,30.19608,91712.6542717,7.058824,91794.7062387,14.4,91711.637123,0.9492044,91711.637123,25.5303,91711.637123,31.95275
91712.3273444,26.09759,91712.8037145,36.07843,"","",91712.8368422,1215,"","",91712.8710069,16.07843,"","","","","","",91712.9051477,14.64881,"","",91712.9392369,6.27451,91712.9733141,30.19608,91713.0144668,6.666667,91795.4697004,14.4,91712.000266,0.7935641,91712.000266,32.10354,91712.000266,31.95276
91712.6903855,26.71896,91713.1769276,9.803922,"","",91713.2110963,1172,"","",91713.2451992,12.54902,"","","","","","",91713.2792933,14.64881,"","",91713.3134197,1.568627,91713.3575571,19.60784,91713.3986418,2.352941,91796.3354699,14.3,91712.3684218,0.5900621,91712.3684218,44.22855,91712.3684218,31.9534
91713.0546198,27.34033,91713.6635072,16.86275,"","",91713.6976439,1195,"","",91713.7317255,14.5098,"","","","","","",91713.7659103,14.64881,"","",91713.8020242,4.313725,91713.8360723,25.88235,91713.8761639,4.313725,91797.1420449,14.4,91712.7304749,0.5998191,91712.7304749,44.54503,91712.7304749,31.95407
91713.5451033,27.9617,91714.0266575,23.92157,"","",91714.0718083,1180,"","",91714.1059189,14.5098,"","","","","","",91714.151109,14.64881,"","",91714.1851431,4.313725,91714.2192886,25.88235,91714.2603965,4.313725,91797.8914525,14.3,91713.0957215,0.4425235,91713.0957215,61.78278,91713.0957215,31.95523
91713.9133528,27.9617,91714.4117969,25.4902,"","",91714.4449908,1122,"","",91714.4790905,14.5098,"","","","","","",91714.5131817,14.64881,"","",91714.5473428,2.352941,91714.5914603,19.60784,91714.6335547,2.352941,91798.654911,14.3,91713.587265,0.2828493,91713.587265,98.85724,91713.587265,31.95748
91714.2965192,28.58307,91714.7900612,12.94118,"","",91714.83426,1096,"","",91714.8693209,13.33333,"","","","","","",91714.904495,14.64881,"","",91714.9385517,2.352941,91714.9736795,19.60784,91715.01478,2.745098,91799.445424,14.4,91713.9533974,0.4151582,91713.9533974,67.35192,91713.9533974,31.9588
91714.6757326,29.20445,91715.1712912,14.11765,"","",91715.2154293,1196,"","",91715.2906545,13.33333,"","","","","","",91715.3719134,14.64881,"","",91715.4401385,3.137255,91715.4852794,22.35294,91715.5254047,3.137255,91800.4486412,14.4,91714.3367222,0.4262353,91714.3367222,67.05937,91714.3367222,31.96018
91715.0509679,29.20445,91715.7170415,17.2549,"","",91715.7520749,1366,"","",91715.7952224,13.72549,"","","","","","",91715.8293246,14.64881,"","",91715.8633967,3.137255,91715.8975909,22.35294,91715.9397107,3.529412,91801.1980543,14.4,91714.7159256,0.2165604,91714.7159256,134.8559,91714.7159256,31.96223
91715.6006394,29.82582,91716.1012831,15.68627,"","",91716.1353317,1454,"","",91716.1714508,14.11765,"","","","","","",91716.2145991,14.64881,"","",91716.2486969,3.529412,91716.2928387,22.35294,91716.3339859,3.529412,91801.9303939,14.3,91715.0921415,0.2501827,91715.0921415,116.7325,91715.0921415,31.96416
91715.9869122,29.82582,91716.4924662,14.90196,"","",91716.5265869,1504,"","",91716.5606818,14.11765,"","","","","","",91716.5968086,14.64881,"","",91716.6319078,3.529412,91716.6661104,21.56863,91716.708175,3.529412,91802.6957031,14.4,91715.6427691,0.3208865,91715.6427691,92.94819,91715.6427691,31.96676
91716.3761126,30.44719,91716.8626532,13.33333,"","",91716.8977814,1499,"","",91716.9328717,14.11765,"","","","","","",91716.9669685,14.64881,"","",91717.0010924,3.529412,91717.0351778,21.96078,91717.0763367,3.921569,91803.4542838,14.4,91716.0269926,0.3310434,91716.0269926,90.0964,91716.0269926,31.96856
91716.7453962,30.44719,91717.2398547,15.29412,"","",91717.2759613,1421,"","",91717.3120459,13.72549,"","","","","","",91717.3461875,14.64881,"","",91717.3822673,2.745098,91717.416424,21.56863,91717.4575403,2.745098,91804.3130884,14.3,91716.4182526,0.3269137,91716.4182526,93.13524,91716.4182526,31.97044
91717.1214691,31.06856,91717.622065,14.11765,"","",91717.6561584,1333,"","",91717.690321,14.11765,"","","","","","",91717.7253863,14.64881,"","",91717.7594735,3.137255,91717.8036715,19.60784,91717.8448202,3.529412,91805.0940835,14.3,91716.7864158,0.3027789,91716.7864158,100.5591,91716.7864158,31.9723
91717.4946688,31.06856,91718.1567326,16.86275,"","",91718.1908132,1340,"","",91718.2259649,13.72549,"","","","","","",91718.2600697,14.64881,"","",91718.3042181,3.137255,91718.3383568,19.60784,91718.3794786,3.529412,91805.8519423,14.4,91717.1626041,0.3507996,91717.1626041,88.56497,91717.1626041,31.97411
91718.0383846,31.06856,91718.5329622,15.68627,"","",91718.5670438,1346,"","",91718.6011884,13.72549,"","","","","","",91718.6453015,14.64881,"","",91718.6804039,3.137255,91718.725558,19.60784,91718.7668225,3.529412,91806.607377,14.3,91717.5357788,0.2793627,91717.5357788,111.2123,91717.5357788,31.97611
91718.416588,31.06856,91718.9312435,15.29412,"","",91718.9763479,1352,"","",91719.010462,13.72549,"","","","","","",91719.0445933,14.64881,"","",91719.0806768,3.137255,91719.1148169,19.60784,91719.1569661,3.529412,91807.3728336,14.3,91718.080533,0.6181962,91718.080533,50.25679,91718.080533,31.97759
91718.8108437,31.06856,91719.3124059,15.68627,"","",91719.3927014,1345,"","",91719.4789548,14.11765,"","","","","","",91719.6394535,14.64881,"","",91719.7187635,3.137255,91719.7869784,19.60784,91719.8290533,3.529412,91808.3759919,14.3,91718.4577219,0.6006338,91718.4577219,51.72629,91718.4577219,31.97868
91719.1940659,31.06856,91719.9865603,16.07843,"","",91720.020689,1350,"","",91720.0547876,14.11765,"","","","","","",91720.0898739,14.64881,"","",91720.1241081,3.137255,91720.1591845,19.60784,91720.1941608,3.529412,91809.1284607,14.4,91718.854995,0.5971213,91718.854995,52.03056,91718.854995,31.97981
91719.8702295,31.06856,91720.415918,16.07843,"","",91720.4510458,1346,"","",91720.4861633,14.11765,"","","","","","",91720.5313137,14.64881,"","",91720.5654002,3.137255,91720.5995186,19.60784,91720.6406427,3.529412,91809.8828872,14.4,91719.2371858,0.6023901,91719.2371858,51.57549,91719.2371858,31.98091
91720.2976318,31.06856,91720.7991759,15.68627,"","",91720.833244,1337,"","",91720.8673808,14.11765,"","","","","","",91720.9025178,14.64881,"","",91720.9386013,3.137255,91720.972715,19.60784,91721.0138614,3.529412,91810.6493237,14.4,91719.9113263,0.6550772,91719.9113263,47.42733,91719.9113263,31.98258
91720.679784,31.06856,91721.1703705,16.07843,"","",91721.2145101,1347,"","",91721.2485917,14.11765,"","","","","","",91721.2837446,14.64881,"","",91721.3178428,3.137255,91721.3519653,19.60784,91721.3960045,3.529412,91811.4359359,14.3,91720.3387977,0.653321,91720.3387977,47.55482,91720.3387977,31.98363
91721.0509546,30.44719,91721.5525632,16.07843,"","",91721.5886669,1348,"","",91721.6227713,14.11765,"","","","","","",91721.6568482,14.64881,"","",91721.6909649,3.137255,91721.7351563,19.60784,91721.7762711,3.529412,91812.3668332,14.3,91720.7209047,0.6585897,91720.7209047,47.17438,91720.7209047,31.98456
